spread,ou_value,fav_ml_result,fav_sp_result,ou_result,fav_ppg,und_ppg,fav_papg,und_papg,fav_ypg,und_ypg,fav_yapg,und_yapg,fav_topg,und_topg,fav_tofpg,und_tofpg,fav_avg_mov,und_avg_mov,fav_win_pct,und_win_pct,fav_last_5_win_pct,und_last_5_win_pct,fav_home_win_pct,und_home_win_pct,fav_away_win_pct,und_away_win_pct,ppg_diff,ypg_diff,topg_diff,avg_mov_diff,win_pct_diff,last_5_win_pct_diff,team_ovr_diff,ypg_sum,ppg_ratio,ypg_ratio,avg_mov_ratio
-3.0,43.5,0,0.0,0,13.5,16.5,27.0,26.0,250.5,247.0,355.0,399.5,2.0,2.0,0.0,2.5,-13.5,-9.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,-3.0,3.5,0.0,-4.0,0.0,0.0,-8.760000000000005,497.5,0.82,1.01,1.42
-6.0,44.0,1,1.0,0,29.5,23.5,24.0,17.0,340.5,339.5,378.0,302.5,1.0,0.0,3.0,2.5,5.5,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,-1.0,0.0,0.0,17.97,680.0,1.26,1.0,0.85
-3.0,45.5,1,0.0,0,13.5,26.5,25.5,21.5,212.0,406.0,382.5,272.5,0.5,1.0,1.0,0.0,-12.0,5.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,-13.0,-194.0,-0.5,-17.0,-0.5,-0.5,10.290000000000006,618.0,0.51,0.52,-2.4
-2.5,45.0,1,1.0,1,24.0,26.67,21.0,20.67,381.33,297.67,297.33,336.33,1.67,0.33,0.67,1.0,3.0,6.0,0.67,0.67,0.67,0.67,0.5,1.0,1.0,0.5,-2.6700000000000017,83.65999999999997,1.3399999999999999,-3.0,0.0,0.0,6.259999999999991,679.0,0.9,1.28,0.5
-3.5,42.5,1,1.0,0,19.0,18.33,25.0,18.0,339.0,283.33,348.33,287.67,1.67,0.67,2.0,1.33,-6.0,0.33,0.33,0.67,0.33,0.67,0.0,1.0,1.0,0.0,0.6700000000000017,55.670000000000016,0.9999999999999999,-6.33,-0.34,-0.34,-10.859999999999985,622.3299999999999,1.04,1.2,-18.18
-2.5,53.0,1,1.0,1,30.33,43.33,11.67,23.67,383.33,550.33,253.0,361.33,1.67,1.0,3.0,1.67,18.67,19.67,0.67,1.0,0.67,1.0,1.0,1.0,0.5,1.0,-13.0,-167.00000000000006,0.6699999999999999,-1.0,-0.32999999999999996,-0.32999999999999996,-4.0,933.6600000000001,0.7,0.7,0.95
-4.5,46.5,1,1.0,0,23.0,18.0,27.33,27.0,406.0,299.33,382.33,329.0,3.0,1.33,0.67,0.67,-4.33,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,106.67000000000002,1.67,4.67,0.0,0.0,5.450000000000003,705.3299999999999,1.28,1.36,0.48
-3.0,47.0,1,0.0,1,23.0,15.67,40.67,35.33,340.67,250.0,458.33,407.33,1.67,2.0,0.33,0.67,-17.67,-19.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33,90.67000000000002,-0.33000000000000007,2.0,0.0,0.0,-0.5799999999999983,590.6700000000001,1.47,1.36,0.9
-2.5,41.0,1,1.0,0,23.67,24.33,18.33,10.67,348.0,366.33,292.33,163.67,1.33,2.33,0.67,0.67,5.33,13.67,0.67,0.67,0.67,0.67,0.5,1.0,1.0,0.0,-0.6599999999999966,-18.329999999999984,-1.0,-8.34,0.0,0.0,-0.010000000000005116,714.3299999999999,0.97,0.95,0.39
-3.0,41.5,0,0.0,0,18.67,22.0,23.33,24.33,275.67,341.0,387.0,340.67,1.33,0.67,2.67,1.33,-4.67,-2.33,0.67,0.33,0.67,0.33,0.5,0.0,1.0,0.5,-3.3299999999999983,-65.32999999999998,0.66,-2.34,0.34,0.34,5.280000000000015,616.6700000000001,0.85,0.81,2.0
-1.0,44.5,1,1.0,1,23.0,24.67,20.67,23.33,368.0,320.0,284.67,365.0,1.33,1.0,0.33,1.67,2.33,1.33,0.33,0.67,0.33,0.67,0.0,0.0,0.5,1.0,-1.6700000000000017,48.0,0.33000000000000007,1.0,-0.34,-0.34,2.1699999999999946,688.0,0.93,1.15,1.75
-4.5,41.0,0,0.0,0,17.67,19.33,16.67,19.67,314.67,284.33,288.0,359.0,1.0,0.67,1.67,2.33,1.0,-0.33,0.67,0.67,0.67,0.67,1.0,0.5,0.5,1.0,-1.6599999999999966,30.340000000000032,0.32999999999999996,1.33,0.0,0.0,0.7000000000000028,599.0,0.91,1.11,-3.03
-9.5,43.0,1,0.0,1,28.0,19.33,19.67,28.67,384.33,288.67,310.0,331.67,1.33,2.67,2.67,1.67,8.33,-9.33,1.0,0.67,1.0,0.67,1.0,0.5,1.0,1.0,8.670000000000002,95.65999999999997,-1.3399999999999999,17.66,0.32999999999999996,0.32999999999999996,18.05000000000001,673.0,1.45,1.33,-0.89
-2.5,41.5,0,0.0,0,15.33,15.0,22.33,22.33,244.33,240.0,352.33,344.67,0.67,1.0,1.33,1.0,-7.0,-7.33,0.33,0.33,0.33,0.33,0.5,1.0,0.0,0.0,0.33000000000000007,4.3300000000000125,-0.32999999999999996,0.33000000000000007,0.0,0.0,4.6200000000000045,484.33000000000004,1.02,1.02,0.95
-5.5,48.5,1,1.0,0,28.67,15.0,29.0,25.67,416.67,287.67,450.67,347.67,0.33,2.33,1.33,0.0,-0.33,-10.67,0.33,0.33,0.33,0.33,0.0,0.0,0.5,0.5,13.670000000000002,129.0,-2.0,10.34,0.0,0.0,0.5999999999999943,704.34,1.91,1.45,0.03
-6.5,43.5,1,1.0,0,28.67,17.33,12.67,19.67,354.33,342.67,262.0,270.33,0.33,1.33,2.33,0.67,16.0,-2.33,0.67,0.33,0.67,0.33,1.0,0.0,0.5,1.0,11.340000000000003,11.659999999999968,-1.0,18.33,0.34,0.34,3.2199999999999847,697.0,1.65,1.03,-6.87
-16.5,44.5,1,1.0,1,30.0,24.0,14.0,22.33,399.0,329.67,258.33,367.67,0.33,0.67,1.67,1.67,16.0,1.67,1.0,0.33,1.0,0.33,1.0,0.5,1.0,0.0,6.0,69.32999999999998,-0.34,14.33,0.6699999999999999,0.6699999999999999,20.279999999999994,728.6700000000001,1.25,1.21,9.58
-9.5,41.5,1,0.0,1,26.0,14.0,13.33,20.33,390.33,225.0,280.67,351.33,2.0,1.67,1.33,1.33,12.67,-6.33,0.67,0.33,0.67,0.33,0.5,0.5,1.0,0.0,12.0,165.32999999999998,0.33000000000000007,19.0,0.34,0.34,-1.7199999999999989,615.3299999999999,1.86,1.73,-2.0
-2.5,46.5,1,1.0,0,29.0,14.33,29.33,32.67,332.67,253.33,407.33,361.67,0.33,1.67,1.0,0.0,-0.33,-18.33,0.67,0.33,0.67,0.33,0.5,0.0,1.0,0.5,14.67,79.34,-1.3399999999999999,18.0,0.34,0.34,-6.27000000000001,586.0,2.02,1.31,0.02
-6.0,44.5,0,0.0,1,22.25,18.75,30.0,34.25,307.75,305.25,352.5,383.25,2.0,2.0,1.25,0.5,-11.67,-14.67,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,3.5,2.5,0.0,3.0,0.5,0.5,-2.250000000000014,613.0,1.19,1.01,0.8
-5.5,48.5,0,0.0,0,34.75,20.0,13.75,20.5,391.0,329.25,288.0,333.0,1.25,1.25,2.75,2.25,30.0,-4.0,0.75,0.5,0.75,0.5,1.0,0.0,0.5,1.0,14.75,61.75,0.0,34.0,0.25,0.25,4.779999999999987,720.25,1.74,1.19,-7.5
-2.5,42.0,1,0.0,0,15.5,24.0,19.25,19.75,284.25,368.5,290.75,311.75,1.25,0.5,1.0,1.25,-9.67,11.0,0.5,0.5,0.5,0.5,0.67,0.5,0.0,0.5,-8.5,-84.25,0.75,-20.67,0.0,0.0,4.730000000000004,652.75,0.65,0.77,-0.88
-9.5,43.5,1,1.0,1,26.5,16.75,20.75,25.5,386.25,282.5,280.5,313.0,1.5,1.25,1.0,1.0,7.33,-7.0,0.75,0.0,0.75,0.0,0.5,0.0,1.0,0.0,9.75,103.75,0.25,14.33,0.75,0.75,9.909999999999982,668.75,1.58,1.37,-1.05
-2.5,43.5,0,0.0,0,18.0,24.25,17.5,24.75,280.0,322.25,311.25,390.5,1.0,1.0,1.0,1.5,1.0,2.67,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,-6.25,-42.25,0.0,-1.67,0.0,0.0,7.839999999999996,602.25,0.74,0.87,0.37
-13.0,47.5,1,1.0,0,37.5,11.5,29.75,30.5,511.0,252.0,374.5,341.5,1.25,2.0,1.25,0.0,9.67,-12.0,0.75,0.25,0.75,0.25,1.0,0.0,0.67,0.5,26.0,259.0,-0.75,21.67,0.5,0.5,-2.1500000000000057,763.0,3.26,2.03,-0.81
-1.5,38.5,0,0.0,0,13.75,15.5,24.25,19.0,320.25,285.25,297.0,304.25,1.75,1.5,0.5,1.5,-12.33,-5.0,0.25,0.5,0.25,0.5,0.0,0.5,0.5,0.5,-1.75,35.0,0.25,-7.33,-0.25,-0.25,3.5,605.5,0.89,1.12,2.47
-4.5,38.5,0,0.0,0,24.75,15.5,14.5,25.0,335.0,263.0,260.75,403.0,1.25,1.25,1.25,2.0,8.33,-5.0,0.75,0.5,0.75,0.5,0.5,0.5,1.0,0.5,9.25,72.0,0.0,13.33,0.25,0.25,3.9299999999999926,598.0,1.6,1.27,-1.67
-3.0,45.5,1,1.0,1,12.25,22.0,23.5,25.5,236.0,337.75,364.25,374.5,0.75,0.5,1.25,1.25,-8.0,-3.33,0.25,0.25,0.25,0.25,0.5,0.5,0.0,0.0,-9.75,-101.75,0.25,-4.67,0.0,0.0,16.309999999999995,573.75,0.56,0.7,2.4
-3.5,49.5,1,1.0,0,29.5,24.5,22.5,21.25,392.0,392.75,323.75,295.75,1.0,1.25,2.0,0.5,7.67,-1.33,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.67,5.0,-0.75,-0.25,9.0,0.5,0.5,22.430000000000007,784.75,1.2,1.0,-5.77
-2.5,42.5,0,0.0,1,25.0,15.5,37.5,21.0,333.25,252.75,461.5,363.75,1.25,1.5,0.75,1.5,-16.33,-9.33,0.25,0.25,0.25,0.25,0.0,0.33,0.5,0.0,9.5,80.5,-0.25,-6.999999999999998,0.0,0.0,-6.11999999999999,586.0,1.61,1.32,1.75
-3.5,52.5,1,1.0,0,25.25,22.5,15.0,23.75,393.0,370.75,294.5,344.75,2.0,2.75,1.25,0.75,14.0,-0.67,0.75,0.25,0.75,0.25,0.5,0.0,1.0,0.5,2.75,22.25,-0.75,14.67,0.5,0.5,1.2499999999999858,763.75,1.12,1.06,-20.9
-3.5,45.0,1,1.0,1,31.25,31.0,14.5,10.25,398.0,360.0,284.25,259.75,0.25,0.25,1.25,2.5,14.67,14.33,1.0,0.75,1.0,0.75,1.0,1.0,1.0,0.5,0.25,38.0,0.0,0.33999999999999986,0.25,0.25,2.3800000000000097,758.0,1.01,1.11,1.02
-1.5,44.5,1,1.0,0,15.5,25.0,25.25,24.0,281.75,280.75,337.0,352.5,2.5,0.75,0.25,1.0,-13.33,-4.67,0.25,0.5,0.25,0.5,0.0,0.5,0.33,0.5,-9.5,1.0,1.75,-8.66,-0.25,-0.25,-5.799999999999997,562.5,0.62,1.0,2.85
-10.5,47.5,1,1.0,0,25.6,24.2,16.0,36.2,381.0,328.2,301.4,450.6,1.6,1.6,1.2,1.0,13.67,-19.0,0.8,0.2,0.8,0.2,0.5,0.0,1.0,0.5,1.4000000000000021,52.80000000000001,0.0,32.67,0.6000000000000001,0.6000000000000001,4.3999999999999915,709.2,1.06,1.16,-0.72
-5.0,42.5,1,1.0,0,21.8,17.6,15.0,18.6,335.0,293.6,266.4,334.8,1.6,1.0,1.2,0.8,5.0,-2.33,0.6,0.4,0.6,0.4,0.5,1.0,0.67,0.0,4.199999999999999,41.39999999999998,0.6000000000000001,7.33,0.19999999999999996,0.19999999999999996,8.620000000000005,628.6,1.24,1.14,-2.15
-1.5,41.5,0,0.0,0,16.6,21.8,19.2,32.0,316.8,323.8,295.2,372.2,1.4,2.0,0.8,1.0,-9.33,-19.0,0.6,0.4,0.6,0.4,0.75,0.33,0.0,0.5,-5.199999999999999,-7.0,-0.6000000000000001,9.67,0.19999999999999996,0.19999999999999996,5.430000000000007,640.6,0.76,0.98,0.49
-3.0,44.5,1,1.0,0,22.0,23.0,24.4,31.4,362.4,334.4,342.4,384.2,2.4,1.6,0.6,0.8,-1.0,-4.67,0.2,0.2,0.2,0.2,0.0,0.0,0.5,0.33,-1.0,28.0,0.7999999999999998,3.67,0.0,0.0,2.5700000000000074,696.8,0.96,1.08,0.21
-3.0,45.5,1,1.0,0,16.6,27.75,22.8,22.75,264.8,319.75,350.2,367.5,0.8,0.25,1.6,1.5,-2.33,12.33,0.4,0.75,0.4,0.75,0.5,0.5,0.33,1.0,-11.149999999999999,-54.94999999999999,0.55,-14.66,-0.35,-0.35,6.680000000000007,584.55,0.6,0.83,-0.19
-9.5,35.5,0,0.0,1,33.4,19.0,13.6,15.0,402.6,316.25,266.8,196.75,0.4,2.5,1.8,0.75,23.0,-1.67,1.0,0.5,1.0,0.5,1.0,0.67,1.0,0.0,14.399999999999999,86.35000000000002,-2.1,24.67,0.5,0.5,-0.04000000000000625,718.85,1.76,1.27,-13.77
-2.5,41.5,0,0.0,0,19.2,23.0,15.2,20.0,289.0,357.4,274.6,338.8,1.2,0.4,1.8,1.4,5.33,14.0,0.6,0.4,0.6,0.4,0.5,0.5,0.67,0.33,-3.8000000000000007,-68.39999999999998,0.7999999999999999,-8.67,0.19999999999999996,0.19999999999999996,0.0800000000000125,646.4,0.83,0.81,0.38
-4.5,43.5,1,1.0,1,21.0,24.0,20.4,23.0,358.2,343.6,344.0,382.0,1.4,0.8,2.2,1.4,0.33,1.33,0.6,0.6,0.6,0.6,0.33,0.33,1.0,1.0,-3.0,14.599999999999966,0.5999999999999999,-1.0,0.0,0.0,1.1200000000000117,701.8,0.88,1.04,0.25
-14.0,47.5,1,1.0,1,36.2,18.2,27.0,28.8,513.6,294.4,353.2,325.8,1.6,1.6,1.0,0.8,12.33,-12.0,0.8,0.0,0.8,0.0,1.0,0.0,0.67,0.0,18.000000000000004,219.20000000000005,0.0,24.33,0.8,0.8,3.9799999999999898,808.0,1.99,1.74,-1.03
-2.5,42.5,1,1.0,0,15.8,11.0,22.8,26.2,281.2,287.4,326.6,298.4,2.2,2.0,0.8,0.4,-2.67,-21.33,0.4,0.2,0.4,0.2,0.5,0.0,0.33,0.5,4.800000000000001,-6.199999999999989,0.20000000000000018,18.659999999999997,0.2,0.2,-7.060000000000002,568.5999999999999,1.44,0.98,0.13
-7.0,47.5,1,1.0,0,22.4,21.6,21.6,27.2,364.0,329.0,327.4,375.6,1.0,1.0,0.6,1.2,-2.0,-7.0,0.4,0.2,0.4,0.2,0.0,0.33,0.67,0.0,0.7999999999999972,35.0,0.0,5.0,0.2,0.2,6.019999999999989,693.0,1.04,1.11,0.29
-6.5,43.5,0,0.0,0,28.2,18.6,20.8,21.0,404.4,283.6,308.8,352.6,1.0,1.6,1.6,1.8,8.67,0.67,1.0,0.4,1.0,0.4,1.0,0.33,1.0,0.5,9.599999999999998,120.79999999999995,-0.6000000000000001,8.0,0.6,0.6,10.260000000000005,688.0,1.52,1.43,12.94
-3.0,43.5,1,1.0,0,29.6,21.0,21.4,17.0,384.4,301.5,292.8,318.5,1.2,0.75,1.4,2.5,15.33,4.33,0.8,0.75,0.8,0.75,0.67,0.5,1.0,1.0,8.600000000000001,82.89999999999998,0.44999999999999996,11.0,0.050000000000000044,0.050000000000000044,9.199999999999989,685.9,1.41,1.27,3.54
-15.5,43.5,1,0.0,0,31.8,12.4,16.0,30.6,390.4,255.2,325.2,378.0,1.4,1.6,2.6,0.6,19.0,-18.0,0.6,0.2,0.6,0.2,1.0,0.0,0.33,0.33,19.4,135.2,-0.20000000000000018,37.0,0.39999999999999997,0.39999999999999997,-6.150000000000006,645.5999999999999,2.56,1.53,-1.06
-1.5,50.0,1,1.0,0,26.8,27.5,16.6,26.0,327.4,388.75,292.0,404.0,1.0,0.5,2.2,1.75,-3.0,2.67,0.6,0.5,0.6,0.5,1.0,0.5,0.33,0.5,-0.6999999999999993,-61.35000000000002,0.5,-5.67,0.09999999999999998,0.09999999999999998,9.679999999999993,716.15,0.97,0.84,-1.12
-2.5,40.5,0,0.0,1,18.17,23.67,16.0,20.33,312.5,337.33,278.33,345.67,1.33,1.33,1.67,2.5,3.33,12.67,0.5,0.67,0.4,0.6,0.5,0.5,0.5,1.0,-5.5,-24.829999999999984,0.0,-9.34,-0.17000000000000004,-0.19999999999999996,6.209999999999994,649.8299999999999,0.77,0.93,0.26
-3.0,43.5,1,1.0,1,22.17,28.0,15.17,18.83,339.17,383.67,260.83,285.83,1.5,1.0,1.33,1.33,8.67,15.33,0.67,0.83,0.6,0.8,0.5,0.67,0.75,1.0,-5.829999999999998,-44.5,0.5,-6.66,-0.15999999999999992,-0.20000000000000007,0.6300000000000097,722.84,0.79,0.88,0.57
-2.5,38.5,0,0.0,1,16.67,21.33,21.83,29.33,292.33,324.5,315.33,356.83,2.0,1.83,0.83,0.83,0.33,3.67,0.5,0.17,0.4,0.2,0.67,0.0,0.33,0.33,-4.659999999999997,-32.170000000000016,0.16999999999999993,-3.34,0.32999999999999996,0.2,-5.030000000000001,616.8299999999999,0.78,0.9,0.09
-3.5,39.5,1,0.0,1,19.0,23.33,15.4,25.33,319.8,345.33,200.4,357.17,2.4,1.33,0.8,1.33,0.33,-5.33,0.6,0.5,0.6,0.6,0.75,0.33,0.0,0.67,-4.329999999999998,-25.529999999999973,1.0699999999999998,5.66,0.09999999999999998,0.0,16.470000000000006,665.13,0.81,0.93,-0.06
-7.5,41.5,0,0.0,1,28.83,12.0,14.83,25.33,374.83,282.67,323.83,306.67,1.5,1.83,2.17,0.5,9.33,-24.33,0.67,0.17,0.8,0.2,1.0,0.0,0.33,0.33,16.83,92.15999999999997,-0.33000000000000007,33.66,0.5,0.6000000000000001,-4.930000000000007,657.5,2.4,1.33,-0.38
-3.0,36.5,0,0.0,0,22.17,11.83,29.33,27.83,302.0,265.5,377.17,364.5,1.67,1.33,1.33,0.83,-5.0,-13.67,0.5,0.17,0.4,0.2,0.33,0.0,0.67,0.25,10.340000000000002,36.5,0.33999999999999986,8.67,0.32999999999999996,0.2,-5.500000000000014,567.5,1.87,1.14,0.37
-3.0,37.5,0,0.0,0,18.0,16.5,17.6,20.0,291.4,331.0,330.8,278.17,0.8,1.67,2.0,0.67,-3.67,-7.33,0.6,0.5,0.6,0.4,0.33,0.6,1.0,0.0,1.5,-39.60000000000002,-0.8699999999999999,3.66,0.09999999999999998,0.19999999999999996,-5.349999999999994,622.4,1.09,0.88,0.5
-3.0,43.5,0,0.0,0,23.0,15.8,19.5,22.0,367.0,268.2,330.33,389.4,1.0,1.2,0.83,2.2,4.67,-4.0,0.5,0.6,0.4,0.6,0.33,0.67,0.67,0.5,7.199999999999999,98.80000000000001,-0.19999999999999996,8.67,-0.09999999999999998,-0.19999999999999996,-10.360000000000014,635.2,1.46,1.37,-1.17
-8.5,43.5,1,1.0,0,24.8,19.5,21.6,27.0,332.6,331.67,336.8,376.67,0.6,1.17,1.4,1.17,9.0,-16.67,0.6,0.17,0.6,0.2,0.5,0.33,0.67,0.0,5.300000000000001,0.9300000000000068,-0.57,25.67,0.42999999999999994,0.39999999999999997,9.629999999999988,664.27,1.27,1.0,-0.54
-1.0,44.0,1,1.0,0,21.5,22.6,33.33,22.6,306.33,281.6,440.33,337.8,1.83,1.2,1.0,1.0,-6.0,-5.67,0.17,0.4,0.2,0.4,0.0,0.5,0.33,0.33,-1.1000000000000014,24.72999999999996,0.6300000000000001,-0.33000000000000007,-0.23,-0.2,-1.3499999999999943,587.9300000000001,0.95,1.09,1.06
-5.5,48.5,1,1.0,0,24.5,25.4,14.67,24.8,382.33,365.4,284.0,391.6,1.5,0.6,1.5,1.6,7.0,2.67,0.83,0.4,1.0,0.4,0.67,0.33,1.0,0.5,-0.8999999999999986,16.930000000000007,0.9,4.33,0.42999999999999994,0.6,8.25,747.73,0.96,1.05,2.62
-3.0,51.5,1,1.0,0,25.83,37.17,20.67,26.0,395.0,498.67,298.0,343.67,1.5,1.5,1.33,0.83,2.0,2.67,0.83,0.83,0.8,0.8,1.0,1.0,0.75,0.67,-11.340000000000003,-103.67000000000002,0.0,-0.6699999999999999,0.0,0.0,14.700000000000003,893.6700000000001,0.69,0.79,0.75
-7.0,44.0,0,0.0,0,30.67,21.5,14.5,22.5,371.33,338.67,278.0,331.17,0.5,2.17,1.83,1.0,16.33,2.33,0.83,0.33,0.8,0.4,1.0,0.0,0.67,0.67,9.170000000000002,32.65999999999997,-1.67,13.999999999999998,0.49999999999999994,0.4,5.059999999999988,710.0,1.43,1.1,7.01
-10.0,43.5,1,0.0,0,28.29,17.17,16.86,17.33,369.71,297.67,329.57,342.5,1.57,1.0,2.0,2.17,-1.33,0.0,0.57,0.5,0.6,0.4,1.0,0.25,0.25,1.0,11.119999999999997,72.03999999999996,0.5700000000000001,-1.33,0.06999999999999995,0.19999999999999996,-0.730000000000004,667.38,1.65,1.24,-inf
-3.5,42.5,0,0.0,0,22.5,18.67,18.83,31.0,347.33,294.67,354.0,342.17,0.5,1.33,1.5,0.83,9.67,-15.67,0.5,0.0,0.6,0.0,0.67,0.0,0.33,0.0,3.8299999999999983,52.65999999999997,-0.8300000000000001,25.34,0.5,0.6,1.329999999999984,642.0,1.21,1.18,-0.62
-6.5,44.5,1,1.0,1,25.67,22.14,16.67,20.14,329.83,365.14,288.67,326.0,1.0,1.0,2.0,0.71,2.0,0.33,0.67,0.43,0.6,0.4,1.0,0.25,0.5,0.67,3.530000000000001,-35.31,0.0,1.67,0.24000000000000005,0.19999999999999996,11.879999999999995,694.97,1.16,0.9,6.06
-1.5,41.5,1,1.0,0,21.57,21.67,21.71,22.0,354.86,289.83,330.29,338.0,2.0,1.17,1.29,0.83,1.33,-6.67,0.43,0.33,0.6,0.2,0.25,0.5,0.67,0.25,-0.10000000000000142,65.03000000000003,0.8300000000000001,8.0,0.09999999999999998,0.39999999999999997,1.8000000000000114,644.69,1.0,1.22,-0.2
-1.5,43.5,1,1.0,1,19.0,25.43,18.14,27.29,326.0,361.14,285.71,351.29,1.29,1.71,1.71,1.43,6.67,-3.67,0.43,0.43,0.2,0.4,0.33,0.25,0.5,0.67,-6.43,-35.139999999999986,-0.41999999999999993,10.34,0.0,-0.2,7.330000000000005,687.14,0.75,0.9,-1.82
-8.5,46.5,1,1.0,1,34.29,14.43,26.71,25.29,462.29,294.29,345.29,311.29,1.43,1.71,1.0,0.71,7.33,-11.33,0.71,0.29,0.6,0.4,1.0,0.25,0.5,0.33,19.86,168.0,-0.28,18.66,0.42,0.19999999999999996,-0.9300000000000068,756.58,2.38,1.57,-0.65
-3.5,34.5,1,0.0,0,18.83,12.14,19.83,24.86,277.0,278.43,351.83,351.43,1.33,1.43,2.17,0.86,4.33,-4.33,0.5,0.29,0.4,0.2,0.5,0.33,0.5,0.25,6.689999999999998,-1.4300000000000068,-0.09999999999999987,8.66,0.21000000000000002,0.2,2.289999999999992,555.4300000000001,1.55,0.99,-1.0
-2.5,40.5,1,1.0,0,24.71,17.17,20.86,21.17,336.29,273.5,354.43,383.5,1.43,1.0,2.29,2.0,9.67,-3.33,0.71,0.67,0.8,0.8,0.5,0.67,1.0,0.67,7.539999999999999,62.79000000000002,0.42999999999999994,13.0,0.039999999999999925,0.0,-11.409999999999997,609.79,1.44,1.23,-2.9
-2.5,35.5,0,0.0,1,16.43,17.33,19.0,19.5,341.0,283.5,285.43,339.0,1.86,1.17,0.86,0.83,-1.0,3.0,0.57,0.33,0.4,0.4,0.6,0.67,0.5,0.0,-0.8999999999999986,57.5,0.6900000000000002,-4.0,0.23999999999999994,0.0,4.140000000000001,624.5,0.95,1.2,-0.33
-6.5,42.5,1,1.0,1,26.57,20.0,20.14,27.14,389.29,297.86,290.29,374.14,1.57,1.57,1.29,1.43,5.67,-6.33,0.86,0.43,0.8,0.2,1.0,0.33,0.75,0.5,6.57,91.43,0.0,12.0,0.43,0.6000000000000001,18.05000000000001,687.1500000000001,1.33,1.31,-0.9
-4.5,39.5,1,0.0,1,24.0,22.33,19.67,19.17,330.17,319.17,322.17,243.0,1.0,2.33,1.17,1.33,9.0,-7.33,0.67,0.67,0.8,0.6,0.67,0.75,0.67,0.5,1.6700000000000017,11.0,-1.33,16.33,0.0,0.20000000000000007,-10.690000000000012,649.34,1.07,1.03,-1.23
-9.5,44.5,1,0.0,1,24.43,18.14,13.86,26.0,362.57,319.86,271.71,368.29,1.43,1.0,1.29,1.43,11.0,-13.67,0.71,0.14,0.6,0.2,0.67,0.33,0.75,0.0,6.289999999999999,42.70999999999998,0.42999999999999994,24.67,0.57,0.39999999999999997,20.309999999999995,682.4300000000001,1.35,1.13,-0.8
-7.0,45.5,0,0.0,0,25.43,21.14,15.0,31.0,396.71,311.0,294.57,424.71,1.57,1.57,1.57,1.0,10.67,-6.33,0.86,0.29,1.0,0.4,0.75,0.25,1.0,0.33,4.289999999999999,85.70999999999998,0.0,17.0,0.5700000000000001,0.6,4.3999999999999915,707.71,1.2,1.28,-1.69
-4.5,44.5,0,0.0,1,28.71,16.67,15.57,21.17,364.71,256.33,302.86,355.83,0.86,0.83,1.71,1.67,8.33,-2.0,0.71,0.5,0.6,0.6,1.0,0.67,0.5,0.33,12.04,108.38,0.030000000000000027,10.33,0.20999999999999996,0.0,3.969999999999999,621.04,1.72,1.42,-4.16
-10.5,45.5,1,1.0,0,24.0,22.57,25.83,26.86,364.17,324.29,406.83,339.43,0.83,1.57,1.67,1.14,-3.33,10.67,0.33,0.29,0.4,0.4,0.33,0.25,0.33,0.33,1.4299999999999997,39.879999999999995,-0.7400000000000001,-14.0,0.040000000000000036,0.0,-4.430000000000007,688.46,1.06,1.12,-0.31
-7.0,45.5,1,1.0,0,24.86,16.0,21.57,23.0,377.0,284.14,316.86,316.43,1.0,2.14,1.29,0.71,0.0,-3.33,0.71,0.43,0.8,0.4,0.67,0.67,0.75,0.25,8.86,92.86000000000001,-1.1400000000000001,3.33,0.27999999999999997,0.4,12.059999999999988,661.14,1.55,1.33,-0.0
-3.0,36.5,1,1.0,0,16.14,18.86,21.0,20.0,271.71,296.57,382.57,339.43,1.14,1.14,2.14,0.86,1.33,-3.33,0.57,0.43,0.6,0.4,0.5,0.75,0.67,0.0,-2.719999999999999,-24.860000000000014,0.0,4.66,0.13999999999999996,0.19999999999999996,4.690000000000012,568.28,0.86,0.92,-0.4
-1.5,51.5,1,1.0,0,23.38,33.88,16.12,25.5,381.38,453.25,287.75,329.38,2.0,1.5,1.5,1.0,3.33,7.0,0.75,0.75,0.8,0.6,0.75,1.0,0.75,0.5,-10.500000000000004,-71.87,0.5,-3.67,0.0,0.20000000000000007,2.719999999999999,834.63,0.69,0.84,0.48
-3.5,39.5,0,0.0,1,17.25,21.88,20.12,20.25,341.12,353.75,296.62,322.75,1.75,1.88,0.88,1.25,-3.33,8.33,0.5,0.5,0.4,0.8,0.6,0.25,0.33,0.75,-4.629999999999999,-12.629999999999995,-0.1299999999999999,-11.66,0.0,-0.4,0.6099999999999852,694.87,0.79,0.96,-0.4
-6.5,44.5,1,1.0,0,25.25,24.0,15.12,19.71,350.75,334.71,276.5,331.14,1.25,1.14,1.38,1.43,15.67,3.33,0.75,0.71,0.8,0.8,0.67,0.75,0.8,0.67,1.25,16.04000000000002,0.1100000000000001,12.34,0.040000000000000036,0.0,10.680000000000007,685.46,1.05,1.05,4.71
